,,,,,,,,,,,,,,,,,,,,
,Message,Signal,Event trans.,MSB,LSB,Size [bit],[s]igned or [u]nsigned,Resolution,Offset,Range [MIN],Range [MAX],Startup / Default,Unit,Accuracy,Signal Age [ms],Values Table,Property,Value,Note,List of revisions
,STATUS_NPG,EasyEntryButtonCntrl,Yes,53,53,1,u,1,0,0,1,0,–,–,–,Yes,Not Enable,0,,
,STATUS_NPG,EasyEntryButtonCntrl,Yes,53,53,1,u,1,0,0,1,0,–,–,–,Yes,Enable,1,,
,STATUS_NPG,DriverAntiPinchFailSts,No,52,52,1,u,1,0,0,1,0,–,–,–,Yes,Fail Not Present,0,,
,STATUS_NPG,DriverAntiPinchFailSts,No,52,52,1,u,1,0,0,1,0,–,–,–,Yes,Fail Present,1,,
,STATUS_NPG,VPSDriverUnlockSts,Yes,51,51,1,u,1,0,0,1,1,–,–,–,Yes,Lock,0,,
,STATUS_NPG,VPSDriverUnlockSts,Yes,51,51,1,u,1,0,0,1,1,–,–,–,Yes,Unlock,1,,
,STATUS_NPG,RHFWindowSwitchUpSts,Yes,50,50,1,u,1,0,0,1,0,–,–,–,Yes,Not active,0,,
,STATUS_NPG,RHFWindowSwitchUpSts,Yes,50,50,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,STATUS_NPG,RHFWindowSwitchDownSts,Yes,49,49,1,u,1,0,0,1,0,–,–,–,Yes,Not active,0,,
,STATUS_NPG,RHFWindowSwitchDownSts,Yes,49,49,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,STATUS_NPG,RHFAutomaticWindowCntrl,Yes,48,48,1,u,1,0,0,1,0,–,–,–,Yes,Not active,0,,
,STATUS_NPG,RHFAutomaticWindowCntrl,Yes,48,48,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,STATUS_NPG,RwindowMoveSts,Yes,47,47,1,u,1,0,0,1,1,–,–,–,Yes,Disable,0,,
,STATUS_NPG,RwindowMoveSts,Yes,47,47,1,u,1,0,0,1,1,–,–,–,Yes,Enable,1,,
,STATUS_NPG,LHRWindowSwitchUpSts,Yes,46,46,1,u,1,0,0,1,0,–,–,–,Yes,Not active,0,,
,STATUS_NPG,LHRWindowSwitchUpSts,Yes,46,46,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,STATUS_NPG,LHRWindowSwitchDownSts,Yes,45,45,1,u,1,0,0,1,0,–,–,–,Yes,Not active,0,,
,STATUS_NPG,LHRWindowSwitchDownSts,Yes,45,45,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,STATUS_NPG,LHRAutomaticWindowCntrl,Yes,44,44,1,u,1,0,0,1,0,–,–,–,Yes,Not active,0,,
,STATUS_NPG,LHRAutomaticWindowCntrl,Yes,44,44,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,STATUS_NPG,RHRWindowSwitchUpSts,Yes,43,43,1,u,1,0,0,1,0,–,–,–,Yes,Not active,0,,
,STATUS_NPG,RHRWindowSwitchUpSts,Yes,43,43,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,STATUS_NPG,RHRWindowSwitchDownSts,Yes,42,42,1,u,1,0,0,1,0,–,–,–,Yes,Not active,0,,
,STATUS_NPG,RHRWindowSwitchDownSts,Yes,42,42,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,STATUS_NPG,RHRAutomaticWindowCntrl,Yes,41,41,1,u,1,0,0,1,0,–,–,–,Yes,Not active,0,,
,STATUS_NPG,RHRAutomaticWindowCntrl,Yes,41,41,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,STATUS_NPG,NPGRogerBeepCntrl,Yes,40,40,1,u,1,0,0,1,0,–,–,–,Yes,Not active,0,,
,STATUS_NPG,NPGRogerBeepCntrl,Yes,40,40,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,STATUS_NPG,DriverMirrorVertPosRsp,No,39,32,8,u,1,0,0,255,–,–,–,–,No,Mirror Vertical Position,0 ÷ 255,,
,STATUS_NPG,DriverMirrorHorizPosRsp,No,31,24,8,u,1,0,0,255,–,–,–,–,No,Mirror Horizontal Position,0 ÷ 255,,
,STATUS_NPG,PsngrMirrorSwitchSts,Yes,23,21,3,u,1,0,0,7,0,–,–,–,Yes,Stop,0,,
,STATUS_NPG,PsngrMirrorSwitchSts,Yes,23,21,3,u,1,0,0,7,0,–,–,–,Yes,Up,1,,
,STATUS_NPG,PsngrMirrorSwitchSts,Yes,23,21,3,u,1,0,0,7,0,–,–,–,Yes,Down,2,,
,STATUS_NPG,PsngrMirrorSwitchSts,Yes,23,21,3,u,1,0,0,7,0,–,–,–,Yes,Left,3,,
,STATUS_NPG,PsngrMirrorSwitchSts,Yes,23,21,3,u,1,0,0,7,0,–,–,–,Yes,Right,4,,
,STATUS_NPG,PsngrMirrorSwitchSts,Yes,23,21,3,u,1,0,0,7,0,–,–,–,Yes,Not used,5 ÷ 7,,
,STATUS_NPG,PsngrMirrorTogglePositionSts,Yes,20,20,1,u,1,0,0,1,0,–,–,–,Yes,Not active,0,,
,STATUS_NPG,PsngrMirrorTogglePositionSts,Yes,20,20,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,STATUS_NPG,DriverMirrorVertPosRspDirection,No,19,19,1,u,1,0,0,1,last direction,–,–,–,Yes,Up,0,,
,STATUS_NPG,DriverMirrorVertPosRspDirection,No,19,19,1,u,1,0,0,1,last direction,–,–,–,Yes,Down,1,,
,STATUS_NPG,DriverMirrorHorizPosRspDirection,No,18,18,1,u,1,0,0,1,last direction,–,–,–,Yes,Left,0,,
,STATUS_NPG,DriverMirrorHorizPosRspDirection,No,18,18,1,u,1,0,0,1,last direction,–,–,–,Yes,Right,1,,
,STATUS_NPG,AutomaticUpReqCntrl,Yes,17,17,1,u,1,0,0,1,0,–,–,–,Yes,Not active,0,,
,STATUS_NPG,AutomaticUpReqCntrl,Yes,17,17,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,STATUS_NPG,RearCmdExclSts,Yes,16,16,1,u,1,0,0,1,0,–,–,–,Yes,Not active,0,,
,STATUS_NPG,RearCmdExclSts,Yes,16,16,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,STATUS_NPG,Not used (Reserved for F149),No,15,15,1,–,–,–,–,–,–,–,–,–,No,–,–,,
,STATUS_NPG,DriverCmdCompleteCntrl,Yes,14,14,1,u,1,0,0,1,0,–,–,–,Yes,Not active,0,,
,STATUS_NPG,DriverCmdCompleteCntrl,Yes,14,14,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,STATUS_NPG,DriverHRWindowsDownSts,Yes,13,13,1,u,1,0,0,1,0,–,–,–,Yes,Not active,0,,
,STATUS_NPG,DriverHRWindowsDownSts,Yes,13,13,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,STATUS_NPG,DriverHRWindowsUpSts,Yes,12,12,1,u,1,0,0,1,0,–,–,–,Yes,Not active,0,,
,STATUS_NPG,DriverHRWindowsUpSts,Yes,12,12,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,STATUS_NPG,PowerModeSts,No,11,10,2,u,1,0,0,3,–,–,–,–,Yes,Standard Power,0,,
,STATUS_NPG,PowerModeSts,No,11,10,2,u,1,0,0,3,–,–,–,–,Yes,Logistic Mode ON,1,,
,STATUS_NPG,PowerModeSts,No,11,10,2,u,1,0,0,3,–,–,–,–,Yes,Not used,2 ÷ 3,,
,STATUS_NPG,DriverFrontWindowSts,Yes,9,8,2,u,1,0,0,3,see SFS104,–,–,–,Yes,Up,3,"""Up"" : Completely close position
""Short Drop"": Compl.Close < position <= Short Drop
""Middle pos"" : Shot Drop < position <=compl. Open
""Down"": completely open 
Startup/Default is dependent from the short drop switch status: see SFS104, par 1.5.",
,STATUS_NPG,DriverFrontWindowSts,Yes,9,8,2,u,1,0,0,3,see SFS104,–,–,–,Yes,Short Drop,2,,
,STATUS_NPG,DriverFrontWindowSts,Yes,9,8,2,u,1,0,0,3,see SFS104,–,–,–,Yes,Middle Pos.,1,,
,STATUS_NPG,DriverFrontWindowSts,Yes,9,8,2,u,1,0,0,3,see SFS104,–,–,–,Yes,Down,0,,
,STATUS_NPG,Not used,No,7,0,8,–,–,–,–,–,–,–,–,–,No,–,–,,
,STATUS_NCL,ReFlowAirSts,Yes,63,63,1,u,1,0,0,1,0,–,–,–,Yes,Not Active,0,,
,STATUS_NCL,ReFlowAirSts,Yes,63,63,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,STATUS_NCL,ReFlowAirFailSts,No,62,62,1,u,1,0,0,1,0,–,–,–,Yes,Fail not present,0,,
,STATUS_NCL,ReFlowAirFailSts,No,62,62,1,u,1,0,0,1,0,–,–,–,Yes,Fail present,1,,
,STATUS_NCL,RHeatedWindowCntrl,Yes,61,61,1,u,1,0,0,1,0,–,–,–,Yes,Not Active,0,,
,STATUS_NCL,RHeatedWindowCntrl,Yes,61,61,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,STATUS_NCL,MaxDefrostSts,Yes,60,60,1,u,1,0,0,1,0,–,–,–,Yes,OFF,0,,
,STATUS_NCL,MaxDefrostSts,Yes,60,60,1,u,1,0,0,1,0,–,–,–,Yes,ON,1,,
,STATUS_NCL,PowerLimitationReq,No,59,59,1,u,1,0,0,1,0,–,–,–,Yes,Normal operation,0,,14
,STATUS_NCL,PowerLimitationReq,No,59,59,1,u,1,0,0,1,0,–,–,–,Yes,Power Limitation Requested,1,,14
,STATUS_NCL,CompressorACReqSts,Yes,58,58,1,u,1,0,0,1,0,–,–,–,Yes,Not Active,0,,
,STATUS_NCL,CompressorACReqSts,Yes,58,58,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,STATUS_NCL,WaterPumpSpeed,No,57,54,4,u,"7,1428571429",0,0,100,0,%,–,–,Yes,Water pump stopped,"107,1428571429",,14
,STATUS_NCL,PowerModeSts,No,53,52,2,u,1,0,0,3,–,–,–,–,Yes,Standard Power,0,,
,STATUS_NCL,PowerModeSts,No,53,52,2,u,1,0,0,3,–,–,–,–,Yes,Logistic Mode ON,1,,
,STATUS_NCL,PowerModeSts,No,53,52,2,u,1,0,0,3,–,–,–,–,Yes,Not used,2 ÷ 3,,
,STATUS_NCL,IncreaseIdleSpeedReq,No,51,51,1,u,1,0,0,1,0,–,–,–,Yes,OFF,0,,
,STATUS_NCL,IncreaseIdleSpeedReq,No,51,51,1,u,1,0,0,1,0,–,–,–,Yes,ON,1,,
,STATUS_NCL,NCLAutoStopStaySts,Yes,50,50,1,u,1,0,0,1,0,–,–,–,Yes,RecrankEngine ,0,This signal indicates if the conditions managed by NCL needed for remaining with the engine in automatic stop or not.,
,STATUS_NCL,NCLAutoStopStaySts,Yes,50,50,1,u,1,0,0,1,0,–,–,–,Yes,RemainStop ,1,,
,STATUS_NCL,NCLAutoStopEnableSts,Yes,49,49,1,u,1,0,0,1,0,–,–,–,Yes,Disable ,0,This signal indicates if the conditions managed by NCL needed for enabling the automatic stop are fulfilled or not,
,STATUS_NCL,NCLAutoStopEnableSts,Yes,49,49,1,u,1,0,0,1,0,–,–,–,Yes,Enable,1,,
,STATUS_NCL,NCLAutoStopFailSts,Yes,48,48,1,u,1,0,0,1,0,–,–,–,Yes,Fail Not Present ,0,This signal indicates if is present a faillure related to NCL that compromises S&S functionality (defined in F506),
,STATUS_NCL,NCLAutoStopFailSts,Yes,48,48,1,u,1,0,0,1,0,–,–,–,Yes,Fail Present,1,,
,STATUS_NCL,Not used,No,47,0,48,–,–,–,–,–,–,–,–,–,No,–,–,,"28, 32"
,STATUS_B-NPB,Reserved,No,63,56,8,–,–,–,–,–,–,–,–,–,No,–,–,,
,STATUS_B-NPB,ServiceLampBlinkFreq,No,55,53,3,u,1,0,0,7,0,–,–,–,Yes,No blinking,0,"Note:Without  ServiceLamp ON no blinkfrequency can be set.
Blinking must be processed with Colors set by ServiceLampColors
Blinking means Flashing",
,STATUS_B-NPB,ServiceLampBlinkFreq,No,55,53,3,u,1,0,0,7,0,–,–,–,Yes,Slow Blinking - 1 Hz,1,,
,STATUS_B-NPB,ServiceLampBlinkFreq,No,55,53,3,u,1,0,0,7,0,–,–,–,Yes,Fast blinking - 3 Hz,3,,
,STATUS_B-NPB,ServiceLampBlinkFreq,No,55,53,3,u,1,0,0,7,0,–,–,–,Yes,Signal invalid,7,,
,STATUS_B-NPB,ServiceLampBlinkFreq,No,55,53,3,u,1,0,0,7,0,–,–,–,Yes,Not used,other values,,
,STATUS_B-NPB,Not used,No,52,50,3,–,–,–,–,–,–,–,–,–,No,–,–,,
,STATUS_B-NPB,ServiceLampReq,No,49,48,2,u,1,0,0,3,0,–,–,–,Yes,ON,1,Indicates all safety related malfunctions and system functions,
,STATUS_B-NPB,ServiceLampReq,No,49,48,2,u,1,0,0,3,0,–,–,–,Yes,OFF,0,,
,STATUS_B-NPB,ServiceLampReq,No,49,48,2,u,1,0,0,3,0,–,–,–,Yes,Not used,2,,
,STATUS_B-NPB,ServiceLampReq,No,49,48,2,u,1,0,0,3,0,–,–,–,Yes,Signal invalid,3,,
,STATUS_B-NPB,Not used,No,47,46,2,–,–,–,–,–,–,–,–,–,No,–,–,Note:Without EPB_WarningLamp ON no Lamp Color can be set.,
,STATUS_B-NPB,WarningLampReq,No,45,44,2,u,1,0,0,3,0,–,–,–,Yes,ON,1,Indicates all malfunctions ,
,STATUS_B-NPB,WarningLampReq,No,45,44,2,u,1,0,0,3,0,–,–,–,Yes,OFF,0,,
,STATUS_B-NPB,WarningLampReq,No,45,44,2,u,1,0,0,3,0,–,–,–,Yes,Not used,2,,
,STATUS_B-NPB,WarningLampReq,No,45,44,2,u,1,0,0,3,0,–,–,–,Yes,Signal invalid,3,,
,STATUS_B-NPB,BuzzerReq,No,43,43,1,u,1,0,0,1,0,–,–,–,Yes,OFF,0,,
,STATUS_B-NPB,BuzzerReq,No,43,43,1,u,1,0,0,1,0,–,–,–,Yes,ON,1,,
,STATUS_B-NPB,PBStsReplay,No,42,42,1,u,1,0,0,1,0,–,–,–,Yes,OFF,0,,
,STATUS_B-NPB,PBStsReplay,No,42,42,1,u,1,0,0,1,0,–,–,–,Yes,ON,1,,
,STATUS_B-NPB,Not used,No,41,40,2,–,–,–,–,–,–,–,–,–,No,–,–,,
,STATUS_B-NPB,PBDisplayInfo,No,39,35,5,u,1,0,0,31,–,–,–,–,Yes,See note (1),1 ÷ 23,(1) See function F252,
,STATUS_B-NPB,PBDisplayInfo,No,39,35,5,u,1,0,0,31,–,–,–,–,Yes,Not used,other values,,
,STATUS_B-NPB,PBDisplayInfoValidData,No,34,34,1,u,1,0,0,1,1,–,–,–,Yes,Valid,0,,
,STATUS_B-NPB,PBDisplayInfoValidData,No,34,34,1,u,1,0,0,1,1,–,–,–,Yes,Not valid,1,,
,STATUS_B-NPB,EPBDisplayEnable,No,33,32,2,u,1,0,0,3,2,–,–,–,Yes,Disabled,2,,
,STATUS_B-NPB,EPBDisplayEnable,No,33,32,2,u,1,0,0,3,2,–,–,–,Yes,Enabled,1,,
,STATUS_B-NPB,EPBDisplayEnable,No,33,32,2,u,1,0,0,3,2,–,–,–,Yes,Not used,other values,,
,STATUS_B-NPB,EPB_BrakePedalPressIndicationReq,No,31,31,1,u,1,0,0,1,0,–,–,–,Yes,OFF,0,,
,STATUS_B-NPB,EPB_BrakePedalPressIndicationReq,No,31,31,1,u,1,0,0,1,0,–,–,–,Yes,ON,1,,
,STATUS_B-NPB,EPBLifeCycleWarning,No,30,30,1,u,1,0,0,1,0,–,–,–,Yes,OFF,0,,
,STATUS_B-NPB,EPBLifeCycleWarning,No,30,30,1,u,1,0,0,1,0,–,–,–,Yes,ON,1,,
,STATUS_B-NPB,Reserved,No,29,0,30,–,–,–,–,–,–,–,–,–,No,–,–,,
,STATUS_B-NAS,LWS_Angle,No,63,48,16,s,"0,1",0,-780,780,–,°,"± 2,5 °",100,No,Invalid,"3276,7",,26
,STATUS_B-NAS,LWS_OK,No,47,47,1,u,1,0,0,1,–,–,–,–,Yes,Not Valid,0,,26
,STATUS_B-NAS,LWS_OK,No,47,47,1,u,1,0,0,1,–,–,–,–,Yes,Valid,1,,26
,STATUS_B-NAS,Not used,No,46,32,15,–,–,–,–,–,–,–,–,–,No,–,–,,26
,NPP_VPS,VPSRandomCode,No,63,48,16,u,1,0,0,65535,–,–,–,–,No,see [3],–,,
,NPP_VPS,VPSCheckCode,No,47,40,8,u,1,0,0,255,–,–,–,–,No,see [3],–,,
,NPP_VPS,VPSSimpleDoorLockCntrl,Yes,39,39,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,NPP_VPS,VPSSimpleDoorLockCntrl,Yes,39,39,1,u,1,0,0,1,0,–,–,–,Yes,Not active,0,,
,NPP_VPS,VPSCentralDoorLockCntrl,Yes,38,38,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,NPP_VPS,VPSCentralDoorLockCntrl,Yes,38,38,1,u,1,0,0,1,0,–,–,–,Yes,Not active,0,,
,NPP_VPS,VPSSimpleDoorUnLockCntrl,Yes,37,37,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,NPP_VPS,VPSSimpleDoorUnLockCntrl,Yes,37,37,1,u,1,0,0,1,0,–,–,–,Yes,Not active,0,,
,NPP_VPS,VPSCentralDoorUnlockCntrl,Yes,36,36,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,NPP_VPS,VPSCentralDoorUnlockCntrl,Yes,36,36,1,u,1,0,0,1,0,–,–,–,Yes,Not active,0,,
,NPP_VPS,Not used,No,35,35,1,–,–,–,–,–,–,–,–,–,No,–,–,,
,NPP_VPS,VPSPECIDExtReqCntrl,Yes,34,34,1,u,1,0,0,1,0,–,–,–,Yes,Not active,0,,
,NPP_VPS,VPSPECIDExtReqCntrl,Yes,34,34,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,NPP_VPS,Not used,No,33,32,2,–,–,–,–,–,–,–,–,–,No,–,–,,
,NPP_VPS,VPSPsngrDoorKeySwitchCntrl,Yes,31,24,8,u,1,0,0,255,0,–,–,–,Yes,Close direction turned once,128,,
,NPP_VPS,VPSPsngrDoorKeySwitchCntrl,Yes,31,24,8,u,1,0,0,255,0,–,–,–,Yes,Close direction turned twice,64,,
,NPP_VPS,VPSPsngrDoorKeySwitchCntrl,Yes,31,24,8,u,1,0,0,255,0,–,–,–,Yes,Close direction turned continous,32,,
,NPP_VPS,VPSPsngrDoorKeySwitchCntrl,Yes,31,24,8,u,1,0,0,255,0,–,–,–,Yes,Close direction released,16,,
,NPP_VPS,VPSPsngrDoorKeySwitchCntrl,Yes,31,24,8,u,1,0,0,255,0,–,–,–,Yes,Open direction turned once,8,,
,NPP_VPS,VPSPsngrDoorKeySwitchCntrl,Yes,31,24,8,u,1,0,0,255,0,–,–,–,Yes,Open direction turned twice,4,,
,NPP_VPS,VPSPsngrDoorKeySwitchCntrl,Yes,31,24,8,u,1,0,0,255,0,–,–,–,Yes,Open direction turned continous,2,,
,NPP_VPS,VPSPsngrDoorKeySwitchCntrl,Yes,31,24,8,u,1,0,0,255,0,–,–,–,Yes,Open direction released,1,,
,NPP_VPS,VPSPsngrDoorKeySwitchCntrl,Yes,31,24,8,u,1,0,0,255,0,–,–,–,Yes,Key Switch not turned,0,,
,NPP_VPS,VPSPsngrDoorKeySwitchCntrl,Yes,31,24,8,u,1,0,0,255,0,–,–,–,Yes,Not used,other values,,
,NTM_TIME_AND_DATE,Hour1,No,63,60,4,u,1,0,0,9,–,–,–,1000,No,–,–,"BCD CODED 
Hour always in 24 format",27
,NTM_TIME_AND_DATE,Hour2,No,59,56,4,u,1,0,0,9,–,–,–,1000,No,–,–,"BCD CODED 
Hour always in 24 format",27
,NTM_TIME_AND_DATE,Minute1,No,55,52,4,u,1,0,0,9,–,–,–,1000,No,–,–,BCD CODED,27
,NTM_TIME_AND_DATE,Minute2,No,51,48,4,u,1,0,0,9,–,–,–,1000,No,–,–,BCD CODED,27
,NTM_TIME_AND_DATE,Second1,No,47,44,4,u,1,0,0,9,–,–,–,1000,No,–,–,BCD CODED,27
,NTM_TIME_AND_DATE,Second2,No,43,40,4,u,1,0,0,9,–,–,–,1000,No,–,–,BCD CODED,27
,NTM_TIME_AND_DATE,Day1,No,39,36,4,u,1,0,0,9,–,–,–,1000,No,–,–,BCD CODED,27
,NTM_TIME_AND_DATE,Day2,No,35,32,4,u,1,0,0,9,–,–,–,1000,No,–,–,BCD CODED,27
,NTM_TIME_AND_DATE,Month1,No,31,28,4,u,1,0,0,9,–,–,–,1000,No,–,–,BCD CODED,27
,NTM_TIME_AND_DATE,Month2,No,27,24,4,u,1,0,0,9,–,–,–,1000,No,–,–,BCD CODED,27
,NTM_TIME_AND_DATE,Year1,No,23,20,4,u,1,0,0,9,–,–,–,1000,No,–,–,BCD CODED,27
,NTM_TIME_AND_DATE,Year2,No,19,16,4,u,1,0,0,9,–,–,–,1000,No,–,–,BCD CODED,27
,NTM_TIME_AND_DATE,Year3,No,15,12,4,u,1,0,0,9,–,–,–,1000,No,–,–,BCD CODED,27
,NTM_TIME_AND_DATE,Year4,No,11,8,4,u,1,0,0,9,–,–,–,1000,No,–,–,BCD CODED,27
,NTM_TIME_AND_DATE,NTM_Time_and_Date_validflag,No,7,7,1,u,1,0,0,1,0,–,–,1000,Yes,Valid,0,,27
,NTM_TIME_AND_DATE,NTM_Time_and_Date_validflag,No,7,7,1,u,1,0,0,1,0,–,–,1000,Yes,Not valid,1,,27
,NTM_TIME_AND_DATE,Not used,No,6,0,7,–,–,–,–,–,–,–,–,–,No,–,–,,27
,NTM_GPS_INFO,GPS_Latitude,No,63,39,25,u,"0,00001",-90,-90,90,-90,Decimal Degrees,"0,00001",1000,No,–,–,"BCD CODED 
Hour always in 24 format",27
,NTM_GPS_INFO,GPS_Longitude,No,38,13,26,u,"0,00001",-180,-180,180,-180,Decimal Degrees,"0,00001",1000,No,–,–,"BCD CODED 
Hour always in 24 format",27
,NTM_GPS_INFO,GPS_Satellites_number,No,12,9,4,u,1,0,0,15,–,–,–,1000,No,–,–,BCD CODED,27
,NTM_GPS_INFO,GPS_Fixed,No,8,8,1,u,1,0,0,1,0,–,–,1000,Yes,Valid,0,,27
,NTM_GPS_INFO,GPS_Fixed,No,8,8,1,u,1,0,0,1,0,–,–,1000,Yes,Not valid,1,,27
,NTM_GPS_INFO,GPSValidData,No,7,7,1,u,1,0,0,1,0,–,–,1000,Yes,Valid,0,,27
,NTM_GPS_INFO,GPSValidData,No,7,7,1,u,1,0,0,1,0,–,–,1000,Yes,Not valid,1,,27
,NTM_GPS_INFO,Not used,No,6,0,7,–,-,-,-,-,–,–,–,–,No,–,–,,27
,NTM_INFO1,CurrentLap,Yes,63,57,7,u,1,0,0,70,0,Lap,–,–,No,–,–,"0-70 range value
71-127 not used","43, 46"
,NTM_INFO1,Not used,No,56,56,1,–,-,-,-,-,–,–,–,–,No,–,–,,43
,NTM_INFO1,TotalLap,Yes,55,49,7,u,1,0,0,70,0,Laps,–,–,No,–,–,"0-70 range value
71-127 not used","43, 46"
,NTM_INFO1,Not used,No,48,48,1,–,-,-,-,-,–,–,–,–,No,–,–,,43
,NTM_INFO1,SectorNumber,Yes,47,44,4,u,1,0,0,15,–,–,–,–,No,–,–,"0-10 range value
11-15 Not used","43, 46"
,NTM_INFO1,SectorMinute,Yes,43,38,6,u,1,0,0,59,0,–,–,–,No,–,0,"0-59 range value
60-63 Not used","43, 46"
,NTM_INFO1,SectorSecond,Yes,37,32,6,u,1,0,0,59,0,–,–,–,No,–,0,"0-59 range value
60-63 Not used","43, 46"
,NTM_INFO1,SectorMillisecond,Yes,31,22,10,u,1,0,0,999,0,milliseconds,–,–,No,–,0,"0-999 range value
1000-1023 not used","43, 46"
,NTM_INFO1,SectorColor,Yes,21,21,1,u,1,0,0,1,0,–,–,–,Yes,White,0,,"43, 46"
,NTM_INFO1,SectorColor,Yes,21,21,1,u,1,0,0,1,0,–,–,–,Yes,Green,1,,"43, 46"
,NTM_INFO1,Not used,No,20,16,5,–,-,-,-,-,–,–,–,–,No,–,–,,43
,NTM_INFO2,MaxSpeed,Yes,63,55,9,u,1,0,0,511,0,Km/h,–,–,No,–,–,,"43, 46"
,NTM_INFO2,LapTimeView,Yes,54,54,1,u,1,0,0,1,0,–,–,–,Yes,OFF,0,,"43, 46"
,NTM_INFO2,LapTimeView,Yes,54,54,1,u,1,0,0,1,0,–,–,–,Yes,ON,1,,"43, 46"
,NTM_INFO2,LapMinute,Yes,53,48,6,u,1,0,0,59,0,–,–,–,No,–,0,"0-59 range value
60-63 Not used","43, 46"
,NTM_INFO2,LapSecond,Yes,47,42,6,u,1,0,0,59,0,–,–,–,No,–,0,"0-59 range value
60-63 Not used","43, 46"
,NTM_INFO2,LapMillisecond,Yes,41,32,10,u,1,0,0,999,0,milliseconds,–,–,No,–,0,"0-999 range value
1000-1023 not used","43, 46"
,STATUS_NTM,LVDSSts,Yes,63,62,2,u,1,0,0,3,0,–,–,–,Yes,NIT,0,"It represents the LVDS output to NQS, and when ""=1""  enable the ICP commands on B_CAN",17
,STATUS_NTM,LVDSSts,Yes,63,62,2,u,1,0,0,3,0,–,–,–,Yes,NTM,1,,
,STATUS_NTM,LVDSSts,Yes,63,62,2,u,1,0,0,3,0,–,–,–,Yes,Not used,2,,
,STATUS_NTM,LVDSSts,Yes,63,62,2,u,1,0,0,3,0,–,–,–,Yes,Not used,3,,
,STATUS_NTM,NTMReqCtrl,Yes,61,61,1,u,1,0,0,1,0,–,–,–,Yes,Not Active,0,"NTM request ""MAIN"" display to NIT LVDS output",17
,STATUS_NTM,NTMReqCtrl,Yes,61,61,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,STATUS_NTM,NTMRecSts,Yes,60,59,2,u,1,0,0,3,0,–,–,–,Yes,OFF,0,"Data Record Status: set to 1 when recording, set to 3 when record action is not enable (i.e. memory full)",17
,STATUS_NTM,NTMRecSts,Yes,60,59,2,u,1,0,0,3,0,–,–,–,Yes,ON,1,,
,STATUS_NTM,NTMRecSts,Yes,60,59,2,u,1,0,0,3,0,–,–,–,Yes,Data_Saving,2,,
,STATUS_NTM,NTMRecSts,Yes,60,59,2,u,1,0,0,3,0,–,–,–,Yes,Not_READY,3,,
,STATUS_NTM,NTMAudioReqSts,Yes,58,58,1,u,1,0,0,1,0,–,–,–,Yes,Not Active,0,NTM request NIT aux audio input activation to playback existing video,17
,STATUS_NTM,NTMAudioReqSts,Yes,58,58,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,STATUS_NTM,NTMBuzzerReqSts,Yes,57,57,1,u,1,0,0,1,0,–,–,–,Yes,Buzzer Off,0,,17
,STATUS_NTM,NTMBuzzerReqSts,Yes,57,57,1,u,1,0,0,1,0,–,–,–,Yes,Buzzer On,1,,
,STATUS_NTM,NTMSts,Yes,56,55,2,u,1,0,0,3,0,–,–,–,Yes,Not ready,0,NTM status: waking up or READY to work,17
,STATUS_NTM,NTMSts,Yes,56,55,2,u,1,0,0,3,0,–,–,–,Yes,Net ready,1,,
,STATUS_NTM,NTMSts,Yes,56,55,2,u,1,0,0,3,0,–,–,–,Yes,LVDS ready,2,,
,STATUS_NTM,NTMSts,Yes,56,55,2,u,1,0,0,3,0,–,–,–,Yes,HMI ready,3,,
,STATUS_NTM,NTMWifiConnection,Yes,54,53,2,u,1,0,0,3,0,–,–,–,Yes,Wifi_Not_Connected,0,Wifi connection status,17
,STATUS_NTM,NTMWifiConnection,Yes,54,53,2,u,1,0,0,3,0,–,–,–,Yes,Starting_Wifi_Connection,1,,
,STATUS_NTM,NTMWifiConnection,Yes,54,53,2,u,1,0,0,3,0,–,–,–,Yes,Wifi_Connected,2,,
